챕터 이름,단어(spanish),뜻(meaning),관용구(idiom),예문(example),동사활용(conjugation)
문화,cumpleaños,m. 생일,"feliz cumpleaños : 생일 축하해

tarta de cumpleaños : 생일 케이크","1. ¿Cuándo es tu cumpleaños?

네 생일은 언제니?

2. Mi cumpleaños es el cinco de mayo.

내 생일은 5월 5일이다.

3. Le organizaron una fiesta sorpresa por su cumpleaños.

그들은 그의 생일을 위해 깜짝 파티를 준비했다.",
문화,dialecto,m. 방언; 사투리,"hablar en dialecto : 방언으로 말하다

dialecto regional : 지역 방언","1. El andaluz es un dialecto del español.

안달루시아 말은 스페인어의 방언이다.

2. Cada región tiene su dialecto.

각 지역은 고유의 방언이 있다.

3. Es difícil entender el dialecto.

그 방언을 이해하기 어렵다.",
문화,diversidad,f. 다양성,"diversidad cultural : 문화적 다양성

respetar la diversidad : 다양성을 존중하다","1. La diversidad enriquece.

다양성은 풍요롭게 한다.

2. Hay mucha diversidad de opiniones.

의견이 매우 다양하다.

3. Celebramos la diversidad.

우리는 다양성을 기념한다.",
문화,ensayo,m. 수필; 에세이; 리허설,"escribir un ensayo : 에세이를 쓰다

ensayo general : 총리허설","1. Escribió un ensayo sobre política.

그는 정치에 관한 에세이를 썼다.

2. El ensayo analiza la cultura.

그 에세이는 문화를 분석한다.

3. Mañana tenemos ensayo del baile.

내일 춤 리허설이 있다.",
문화,época,f. 시대; 시절; 계절,"época dorada : 전성기 (황금기)

en aquella época : 그 시절에는","1. Fue una época difícil.

어려운 시절이었다.

2. Me gusta la ropa de época.

나는 시대극 의상(옛날 옷)을 좋아한다.

3. Es de la época romana.

로마 시대의 것이다.",
문화,festival,m. 페스티벌; 축제,"festival de cine : 영화제

festival de música : 음악 축제","1. Voy al festival de Cannes.

칸 영화제에 간다.

2. El festival atrae a muchos turistas.

축제는 많은 관광객을 끌어들인다.

3. Es un festival internacional.

국제적인 축제다.",
문화,fiesta,f. 파티; 축제; 휴일,"hacer una fiesta : 파티를 열다

día de fiesta : 공휴일","1. Hoy es mi fiesta de cumpleaños.

오늘은 내 생일 파티다.

2. En España hay muchas fiestas tradicionales.

스페인에는 전통 축제가 많다.

3. No me gustan las fiestas donde hay demasiada gente.

나는 사람이 너무 많은 파티는 좋아하지 않는다.",
문화,folclore,m. 민속; 민속학,"música folclórica : 민속 음악

folclore popular : 대중 민속","1. El flamenco es parte del folclore.

플라멩코는 민속의 일부다.

2. Estudian el folclore de la región.

그들은 그 지역의 민속을 연구한다.

3. El festival muestra el folclore local.

축제는 지역 민속을 보여준다.",
문화,gastronomía,f. 미식; 요리법,"gastronomía local : 향토 음식

experto en gastronomía : 미식가","1. La gastronomía española es famosa.

스페인 요리는 유명하다.

2. Disfruta de la gastronomía.

미식을 즐겨라.

3. La gastronomía es cultura.

음식은 문화다.",
문화,globalización,f. 세계화,"era de la globalización : 세계화 시대

impacto de la globalización : 세계화의 영향","1. La globalización une culturas.

세계화는 문화를 연결한다.

2. La globalización afecta a la tradición.

세계화는 전통에 영향을 미친다.

3. Vivimos en un mundo globalizado.

우리는 세계화된 세상에 산다.",
문화,habla,f. 말; 언어; 화법,"de habla hispana : 스페인어권의

perder el habla : 말을 잃다","1. Es un país de habla inglesa.

영어권 국가다.

2. Su habla es muy culta.

그의 화법은 매우 교양 있다.

3. El habla popular es rica.

대중의 언어는 풍부하다.",
문화,historia,f. 역사; 이야기,"pasar a la historia : 역사에 남다

contar una historia : 이야기를 하다","1. La historia de España es rica.

스페인 역사는 풍부하다.

2. Me gusta la historia del arte.

나는 미술사를 좋아한다.

3. Es una historia larga.

긴 이야기다.",
문화,identidad,f. 정체성; 신원,"carné de identidad : 신분증 (DNI)

perder la identidad : 정체성을 잃다","1. La lengua es parte de la identidad.

언어는 정체성의 일부다.

2. Buscan su propia identidad.

그들은 자신의 정체성을 찾는다.

3. Debemos preservar nuestra identidad cultural.

우리는 우리의 문화적 정체성을 보존해야 한다.",
문화,idioma,m. 언어 (국가/민족의),"idioma oficial : 공용어

barrera del idioma : 언어 장벽","1. ¿Qué idioma hablas?

어떤 언어를 하니?

2. Aprender un idioma abre puertas.

언어를 배우는 것은 기회를 열어준다.

3. El idioma es parte de la cultura.

언어는 문화의 일부다.",
문화,intercambio,m. 교환; 교류,"intercambio cultural : 문화 교류

estudiante de intercambio : 교환 학생","1. Hice un intercambio en Francia.

프랑스에서 교환 학생을 했다.

2. El intercambio de ideas es bueno.

아이디어 교류는 좋다.

3. Fomenta el intercambio cultural.

문화 교류를 장려한다.",
문화,leyenda,f. 전설; 범례,"leyenda urbana : 도시 괴담

convertirse en leyenda : 전설이 되다","1. Cuenta la leyenda que...

전설에 따르면...

2. Es una leyenda antigua.

오래된 전설이다.

3. Me gustan las leyendas de miedo.

나는 무서운 전설을 좋아한다.",
문화,literatura,f. 문학,"premio de literatura : 문학상

literatura clásica : 고전 문학","1. Estudio literatura española.

나는 스페인 문학을 공부한다.

2. El Quijote es una joya de la literatura.

돈키호테는 문학의 보석이다.

3. La literatura refleja la sociedad.

문학은 사회를 반영한다.",
문화,mito,m. 신화; 허구,"mitología griega : 그리스 신화

romper un mito : 신화를 깨다 (오해를 풀다)","1. Hércules es un mito.

헤라클레스는 신화다.

2. Eso es un falso mito.

그것은 잘못된 속설(신화)이다.

3. Los mitos explican el mundo.

신화는 세상을 설명한다.",
문화,modernidad,f. 현대성; 근대성,"símbolo de modernidad : 현대성의 상징

llegada de la modernidad : 근대의 도래","1. La ciudad mezcla tradición y modernidad.

도시는 전통과 현대가 섞여 있다.

2. La modernidad trajo cambios.

근대성은 변화를 가져왔다.

3. Se adaptan a la modernidad.

그들은 현대에 적응한다.",
문화,multicultural,a. 다문화의,"sociedad multicultural : 다문화 사회

festival multicultural : 다문화 축제","1. Londres es una ciudad multicultural.

런던은 다문화 도시다.

2. La educación multicultural es importante.

다문화 교육은 중요하다.

3. Convivencia multicultural.

다문화 공존.",
문화,novela,f. 소설,"novela histórica : 역사 소설

novela negra : 범죄 소설","1. Estoy leyendo una novela.

소설을 읽고 있다.

2. La novela se hizo película.

그 소설은 영화화되었다.

3. Es una novela muy famosa.

매우 유명한 소설이다.",
문화,patrimonio,m. 자산; 유산; 문화재,"patrimonio de la humanidad : 세계 문화유산

impuesto de patrimonio : 자산세","1. Tiene un gran patrimonio.

그는 막대한 자산을 가지고 있다.

2. Protegemos el patrimonio cultural.

우리는 문화유산을 보호한다.

3. Su patrimonio incluye varias casas.

그의 자산에는 집 여러 채가 포함된다.",
문화,poesía,f. 시; 운문,"escribir poesía : 시를 쓰다

recitar poesía : 시를 낭송하다","1. Me gusta leer poesía.

나는 시 읽는 것을 좋아한다.

2. La poesía expresa sentimientos.

시는 감정을 표현한다.

3. Es un libro de poesía.

시집이다.",
문화,raíces,f.pl. 뿌리; 근원,"echar raíces : 정착하다 (뿌리를 내리다)

volver a las raíces : 초심/고향으로 돌아가다","1. No olvides tus raíces.

너의 뿌리를 잊지 마라.

2. Tiene raíces africanas.

그는 아프리카계 뿌리를 가지고 있다.

3. Busca las raíces del problema.

문제의 근원을 찾아라.",
문화,regalo,m. 선물,"envolver el regalo : 선물을 포장하다

a caballo regalado no le mires el diente : 선물 받은 것은 흠 잡지 마라","1. Gracias por el regalo.

선물 고마워.

2. No sé qué regalo comprarle.

그에게 어떤 선물을 사줄지 모르겠다.

3. El mejor regalo es pasar tiempo juntos.

최고의 선물은 함께 시간을 보내는 것이다.",
문화,relato,m. 이야기; 진술,"relato de los hechos : 사실 진술

hacer un relato : 이야기하다","1. Su relato era confuso.

그의 진술은 혼란스러웠다.

2. Escuchamos el relato de la víctima.

우리는 피해자의 진술을 들었다.

3. Escribió un relato sobre lo ocurrido.

그는 일어난 일에 대해 이야기를 썼다.",
문화,ritual,m. 의식; 의례,"ritual de iniciación : 입문 의식 (신고식)

seguir un ritual : 의식을 따르다","1. El té es un ritual en Japón.

차는 일본에서 하나의 의식이다.

2. Cumplieron con el ritual.

그들은 의식을 행했다.

3. Es un ritual sagrado.

신성한 의식이다.",
문화,siglo,m. 세기; 100년,"Siglo de Oro : 황금세기 (스페인 문학 부흥기)

por los siglos de los siglos : 영원히","1. Estamos en el siglo veintiuno.

우리는 21세기에 있다.

2. El castillo es del siglo doce.

그 성은 12세기 것이다.

3. Ha cambiado mucho en un siglo.

한 세기 동안 많이 변했다.",
문화*,identidad cultural,f. 문화 정체성,identidad cultural fuerte : 강한 문화 정체성,"1. La identidad cultural es importante.

문화 정체성이 중요하다.

2. Defienden su identidad cultural.

문화 정체성을 지킨다.

3. La identidad cultural cambió.

문화 정체성이 변했다.",
문화*,diversidad cultural,f. 문화 다양성,diversidad cultural rica : 풍부한 문화 다양성,"1. La diversidad cultural es valiosa.

문화 다양성이 소중하다.

2. Promueven la diversidad cultural.

문화 다양성을 촉진한다.

3. La diversidad cultural crece.

문화 다양성이 커진다.",
문화*,símbolo,m. 상징,símbolo nacional : 국가 상징,"1. El símbolo es reconocido.

상징이 잘 알려져 있다.

2. El símbolo representa la ciudad.

상징이 도시를 대표한다.

3. Usaron un símbolo nuevo.

새 상징을 사용했다.",
문화*,valores,m. 가치,valores culturales : 문화적 가치,"1. Los valores son importantes.

가치가 중요하다.

2. Defienden sus valores.

그들의 가치를 지킨다.

3. Los valores cambian.

가치가 변한다.",
문화*,normas,f. 규범,normas sociales : 사회 규범,"1. Las normas son claras.

규범이 명확하다.

2. Siguen las normas.

규범을 따른다.

3. Las normas varían.

규범이 달라진다.",
문화*,creador,m. 창작자,creador artístico : 예술 창작자,"1. El creador presentó su obra.

창작자가 작품을 발표했다.

2. Conocí al creador.

창작자를 만났다.

3. El creador es famoso.

창작자가 유명하다.",
문화*,intercambio cultural,m. 문화 교류,intercambio cultural internacional : 국제 문화 교류,"1. El intercambio cultural es frecuente.

문화 교류가 잦다.

2. Participó en intercambio cultural.

문화 교류에 참여했다.

3. El intercambio cultural enriquece.

문화 교류가 풍부하게 한다.",
