챕터 이름,단어(spanish),뜻(meaning),관용구(idiom),예문(example),동사활용(conjugation)
식품,jamón,m. 햄; 하몽,"jamón serrano : 하몽 (스페인식 생햄)

jamón de York : 샌드위치용 햄 (익힌 햄)","1. Un bocadillo de jamón y queso.

햄과 치즈 샌드위치.

2. El jamón ibérico es muy caro pero delicioso.

이베리코 하몽은 매우 비싸지만 맛있다.

3. Cortar jamón es todo un arte en España.

스페인에서 하몽을 자르는 것은 하나의 예술이다.",
식품,leche,f. 우유,"mala leche : 나쁜 성질/심술 (속어)

leche desnatada : 무지방 우유","1. Bebo un vaso de leche antes de dormir.

나는 자기 전에 우유 한 잔을 마신다.

2. Necesitamos comprar leche y huevos.

우리는 우유와 달걀을 사야 한다.

3. El niño es intolerante a la lactosa, así que bebe leche de soja.

그 아이는 유당 불내증이 있어서 두유를 마신다.",
식품,lenteja,f. 렌틸콩,"comida de lentejas : 렌틸콩 요리

lentejas, si quieres las comes... : 싫으면 관둬라","1. Hoy comemos lentejas.

오늘 우리는 렌틸콩을 먹는다.

2. Las lentejas tienen hierro.

렌틸콩에는 철분이 있다.

3. Pon las lentejas en remojo.

렌틸콩을 물에 불려라.",
식품,maíz,m. 옥수수,"mazorca de maíz : 옥수수대

harina de maíz : 옥수수 가루","1. Las palomitas son de maíz.

팝콘은 옥수수로 만든다.

2. El maíz es un cereal.

옥수수는 곡물이다.

3. Comimos maíz asado.

우리는 구운 옥수수를 먹었다.",
식품,manteca,f. 라드(돼지기름); 버터(중남미 일부),"manteca de cacao : 카카오 버터

dar manteca : 때리다 / 아부하다","1. Cocina con manteca de cerdo.

그는 라드로 요리한다.

2. Unta la manteca en el pan.

빵에 버터(라드)를 발라라.

3. La manteca se derrite al calor.

라드는 열에 녹는다.",
식품,marisco,m. 해산물; 갑각류,"mariscada : 모듬 해산물 요리

alérgico al marisco : 해산물 알레르기가 있는","1. Galicia es famosa por su marisco.

갈리시아는 해산물로 유명하다.

2. El marisco es muy caro en Navidad.

크리스마스에는 해산물이 매우 비싸다.

3. Me encanta comer marisco con vino blanco.

나는 화이트 와인과 함께 해산물 먹는 것을 정말 좋아한다.",
식품,pan,m. 빵,"pan integral : 통밀빵

barra de pan : 바게트 빵","1. Compramos pan fresco en la panadería.

우리는 빵집에서 갓 구운 빵을 산다.

2. Me gusta untar mantequilla en el pan.

나는 빵에 버터를 발라 먹는 것을 좋아한다.

3. Dicen que el pan engorda, pero no puedo dejar de comerlo.

빵이 살찐다고들 하지만, 나는 끊을 수가 없다.",
식품,pescado,m. 생선 (잡은 것/음식),"pescado frito : 생선 튀김

sopa de pescado : 생선 매운탕/수프","1. Es saludable comer pescado dos veces por semana.

일주일에 두 번 생선을 먹는 것은 건강하다.

2. El pescado debe estar fresco.

생선은 신선해야 한다.

3. Prefiero el pescado a la carne para cenar.

나는 저녁 식사로 고기보다 생선을 선호한다.",
식품,pimienta,f. 후추,"pimienta negra : 흑후추

grano de pimienta : 통후추","1. Me gusta la carne con mucha pimienta.

나는 후추가 많이 들어간 고기를 좋아한다.

2. La pimienta le da un toque picante.

후추는 매콤한 맛을 더해준다.

3. Muele la pimienta justo antes de servir.

서빙하기 바로 직전에 후추를 갈아라.",
식품,queso,m. 치즈,"queso curado : 숙성 치즈

queso de cabra : 염소 치즈","1. Me gusta el queso manchego.

나는 만체고 치즈를 좋아한다.

2. Pon queso rallado sobre la pasta.

파스타 위에 강판에 간 치즈를 올려라.

3. Comimos una tabla de quesos variados.

우리는 모듬 치즈 플래터를 먹었다.",
식품,sal,f. 소금,"soso (sin sal) : 싱거운

la sal de la vida : 삶의 활력소","1. Pásame la sal, por favor.

소금 좀 건네줘.

2. El médico le prohibió la sal.

의사는 그에게 소금을 금지했다.

3. Echa una pizca de sal al gusto.

기호에 맞게 소금을 한 꼬집 넣어라.",
식품,salchicha,f. 소시지,"perro salchicha : 닥스훈트

bocadillo de salchicha : 소시지 샌드위치","1. Comimos salchichas con puré.

우리는 으깬 감자와 소시지를 먹었다.

2. Las salchichas están fritas.

소시지가 튀겨졌다.

3. Me gustan las salchichas picantes.

나는 매운 소시지를 좋아한다.",
식품,salsa,f. 소스; 살사(춤),"salsa rosa : 칵테일 소스 (케첩+마요네즈)

en su salsa : 제 세상인 듯 편안한","1. ¿Qué lleva esta salsa?

이 소스에는 뭐가 들어갔니?

2. La salsa está muy espesa.

소스가 매우 걸쭉하다.

3. Acompaña la carne con salsa de champiñones.

고기에 버섯 소스를 곁들여라.",
식품,ternera,f. 송아지 고기; 소고기,"filete de ternera : 소고기 스테이크

carne de ternera : 소고기","1. Vamos a cenar filete de ternera.

우리는 저녁으로 소고기 스테이크를 먹을 것이다.

2. La ternera es más tierna que la vaca vieja.

송아지 고기는 늙은 소보다 연하다.

3. Pidió un estofado de ternera con patatas.

그는 감자를 곁들인 소고기 스튜를 주문했다.",
식품,tofu,m. 두부,"tofu firme : 단단한 두부

tofu marinado : 양념 두부","1. El tofu es proteína vegetal.

두부는 식물성 단백질이다.

2. Cocina el tofu con verduras.

야채와 함께 두부를 요리해라.

3. No me gusta el tofu crudo.

나는 생두부를 좋아하지 않는다.",
식품,trigo,m. 밀,"campo de trigo : 밀밭

harina de trigo : 밀가루","1. El pan se hace de trigo.

빵은 밀로 만든다.

2. Es alérgico al trigo.

그는 밀 알레르기가 있다.

3. El trigo es dorado.

밀은 황금색이다.",
식품,yogur,m. 요거트,"yogur natural : 플레인 요거트

yogur griego : 그릭 요거트","1. Desayuno un yogur con cereales.

나는 아침으로 시리얼을 넣은 요거트를 먹는다.

2. El yogur caduca mañana.

요거트 유통기한이 내일이다.

3. El yogur ayuda a la digestión.

요거트는 소화에 도움이 된다.",
