챕터 이름,단어(spanish),뜻(meaning),관용구(idiom),예문(example),동사활용(conjugation)
자연,especie,f. 종; 종류,"especie en peligro de extinción : 멸종 위기종

especie invasora : 외래종","1. Es una especie protegida.

보호종이다.

2. Descubrieron una nueva especie.

새로운 종을 발견했다.

3. Hay muchas especies de aves.

많은 종류의 새가 있다.",
자연,estrella,f. 별; 스타,"estrella fugaz : 별똥별

hotel de cinco estrellas : 5성급 호텔","1. El cielo está lleno de estrellas.

하늘에 별이 가득하다.

2. Pide un deseo a la estrella.

별에게 소원을 빌어라.

3. Es una estrella de cine.

그는 영화 스타다.",
자연,fauna,f. 동물군; 동물상,"fauna salvaje : 야생 동물

reserva de fauna : 동물 보호 구역","1. La fauna africana es variada.

아프리카 동물군은 다양하다.

2. Observamos la fauna del lugar.

우리는 그곳의 동물들을 관찰했다.

3. Respetar la fauna es vital.

동물을 존중하는 것은 필수적이다.",
자연,flor,m. 꽃,"flor de piel : 감정이 예민한

en la flor de la vida : 한창때인","1. Me regaló una flor.

그는 나에게 꽃 한 송이를 주었다.

2. Las flores huelen bien.

꽃들은 좋은 냄새가 난다.

3. El jardín está lleno de flores.

정원이 꽃으로 가득하다.",
자연,flora,f. 식물군; 식물상,"flora y fauna : 동식물

flora intestinal : 장내 세균총","1. La flora de la isla es única.

섬의 식물군은 독특하다.

2. Estudian la flora local.

그들은 지역 식물상을 연구한다.

3. Protegen la flora y fauna.

그들은 동식물을 보호한다.",
자연,florecer,v. 꽃이 피다; 번영하다,"florecer el amor : 사랑이 싹트다

época de florecer : 개화기","1. Las rosas florecen en mayo.

장미는 5월에 핀다.

2. El negocio floreció rápido.

사업이 빠르게 번창했다.

3. Los campos florecen en primavera.

봄에는 들판에 꽃이 핀다.",
자연,fruto,m. 열매; 과일; 결실,"dar sus frutos : 결실을 맺다

frutos secos : 견과류","1. El árbol da muchos frutos.

그 나무는 열매를 많이 맺는다.

2. Es el fruto de tu trabajo.

네 노력의 결실이다.

3. Recogimos los frutos del suelo.

우리는 바닥에서 열매를 주웠다.",
자연,fuego,m. 불; 화재,"jugar con fuego : 불장난하다 (위험한 짓을 하다)

alto el fuego : 휴전 (사격 중지)","1. El fuego quema.

불은 뜨겁다 (태운다).

2. Encendieron un fuego en la chimenea.

그들은 벽난로에 불을 피웠다.

3. Los bomberos apagaron el fuego.

소방관들이 불을 껐다.",
자연,glaciar,m. 빙하,"derretimiento de glaciares : 빙하 해빙

parque de los glaciares : 빙하 공원","1. El glaciar se está derritiendo.

빙하가 녹고 있다.

2. Caminamos sobre el glaciar.

우리는 빙하 위를 걸었다.

3. Los glaciares retroceden por el calor.

더위 때문에 빙하가 후퇴하고 있다.",
자연,hábitat,m. 서식지,"hábitat natural : 자연 서식지

pérdida de hábitat : 서식지 상실","1. El oso polar pierde su hábitat.

북극곰은 서식지를 잃고 있다.

2. Viven en su hábitat natural.

그들은 자연 서식지에서 산다.

3. No destruyas su hábitat.

그들의 서식지를 파괴하지 마라.",
자연,horizonte,m. 수평선; 지평선,"ampliar horizontes : 식견을 넓히다

en el horizonte : 지평선에 / 가까운 미래에","1. El sol se pone en el horizonte.

해가 수평선으로 진다.

2. Veo un barco en el horizonte.

수평선에 배가 보인다.

3. Tienen nuevos proyectos en el horizonte.

그들은 계획 중인(미래의) 새 프로젝트가 있다.",
자연,isla,f. 섬,"isla desierta : 무인도

islas Canarias : 카나리아 제도","1. Mallorca es una isla bonita.

마요르카는 예쁜 섬이다.

2. Fuimos en barco a la isla.

우리는 배를 타고 섬에 갔다.

3. Sueño con vivir en una isla.

나는 섬에서 사는 것을 꿈꾼다.",
자연,lago,m. 호수,"lago artificial : 인공 호수

a orillas del lago : 호숫가에서","1. Vamos a nadar en el lago.

호수에서 수영하자.

2. El agua del lago está fría.

호수 물이 차갑다.

3. Alquilaron un bote en el lago.

그들은 호수에서 보트를 빌렸다.",
자연,latitud,f. 위도; 지방,"latitud norte/sur : 북위/남위

en estas latitudes : 이 지방에서는","1. Depende de la latitud.

위도에 따라 다르다.

2. Viajamos a latitudes tropicales.

우리는 열대 지방(위도)으로 여행한다.

3. El clima varía según la latitud.

기후는 위도에 따라 변한다.",
자연,luna,f. 달; 유리창,"luna llena : 보름달

luna de miel : 신혼여행","1. La luna brilla en la noche.

달이 밤에 빛난다.

2. El hombre llegó a la luna.

인간은 달에 도착했다.

3. Rompieron la luna del escaparate.

그들은 쇼윈도 유리창을 깼다.",
자연,luz,f. 빛; 전등,"dar a luz : 출산하다

sacar a la luz : 폭로하다/밝히다","1. Enciende la luz.

불을 켜라.

2. La luz del sol es fuerte.

햇빛이 강하다.

3. Vio una luz al final del túnel.

그는 터널 끝에서 빛을 보았다.",
자연,mar,m.f. 바다,"alta mar : 먼 바다 (공해)

un mar de dudas : 수많은 의심","1. Me gusta mirar el mar.

나는 바다 보는 것을 좋아한다.

2. El mar está tranquilo hoy.

오늘 바다가 잔잔하다.

3. Navegamos por el mar Mediterráneo.

우리는 지중해를 항해한다.",
자연,montaña,f. 산,"escalar una montaña : 산을 오르다

montaña rusa : 롤러코스터","1. Prefiero la montaña a la playa.

나는 해변보다 산을 더 좋아한다.

2. La cima de la montaña está cubierta de nieve.

산 정상은 눈으로 덮여 있다.

3. Fuimos de excursión a la montaña el fin de semana pasado.

지난 주말에 우리는 산으로 소풍을 갔다.",
자연,naturaleza,f. 자연; 본성,"por naturaleza : 천성적으로

en plena naturaleza : 대자연 속에서","1. Me gusta disfrutar de la naturaleza.

나는 자연을 즐기는 것을 좋아한다.

2. La naturaleza es sabia.

자연은 현명하다.

3. Es tímido por naturaleza.

그는 천성적으로 수줍음이 많다.",
자연,océano,m. 대양,"Océano Pacífico : 태평양

cruzar el océano : 대양을 건너다","1. El océano es inmenso.

대양은 거대하다.

2. Hay cinco océanos en la Tierra.

지구에는 5개의 대양이 있다.

3. Los tiburones viven en el océano.

상어는 대양에 산다.",
자연,oscuridad,f. 어둠; 암흑,"en la oscuridad : 어둠 속에서

miedo a la oscuridad : 어둠 공포증","1. No veo nada en la oscuridad.

어둠 속에서 아무것도 안 보인다.

2. La oscuridad le da miedo.

그는 어둠을 무서워한다.

3. Se hizo la oscuridad.

어둠이 깔렸다.",
자연,piedra,f. 돌,"edad de piedra : 석기 시대

quedarse de piedra : 깜짝 놀라다 (돌처럼 굳다)","1. Tiró una piedra al agua.

그는 물에 돌을 던졌다.

2. La casa es de piedra.

집은 돌로 지어졌다.

3. Tropezó con la misma piedra.

그는 같은 돌에 걸려 넘어졌다 (같은 실수를 반복했다).",
자연,playa,f. 해변; 바다,"ir a la playa : 해변에 가다

toalla de playa : 비치 타월","1. Me gusta tomar el sol en la playa.

나는 해변에서 일광욕하는 것을 좋아한다.

2. La playa está llena de turistas.

해변이 관광객들로 가득하다.

3. Caminar por la playa al atardecer es muy romántico.

해 질 녘에 해변을 걷는 것은 매우 낭만적이다.",
자연,polvo,m. 먼지; 가루,"hacer polvo : 부수다 / 지치게 하다

estar hecho polvo : 녹초가 되다","1. Hay mucho polvo en el mueble.

가구에 먼지가 많다.

2. Limpia el polvo, por favor.

먼지 좀 닦아줘.

3. El camino era de polvo y piedras.

길은 먼지와 돌투성이였다.",
자연,pradera,f. 초원; 목초지,"casa de la pradera : 초원의 집

pradera verde : 푸른 초원","1. Las vacas pastan en la pradera.

소들이 초원에서 풀을 뜯는다.

2. La pradera está llena de flores.

초원은 꽃으로 가득하다.

3. Corrimos por la pradera.

우리는 초원을 달렸다.",
자연,rama,f. 나뭇가지; 지점,"irse por las ramas : 주제에서 벗어나다

rama de la ciencia : 과학의 분야","1. El pájaro está en la rama.

새가 나뭇가지에 있다.

2. Cortó la rama seca.

그는 마른 가지를 잘랐다.

3. Es una rama de la empresa.

회사의 지점(분야)이다.",
자연,río,m. 강,"río arriba/abajo : 강 상류/하류로

pescar en río revuelto : 혼란을 틈타 이득을 보다","1. El río fluye rápido.

강물이 빠르게 흐른다.

2. Cruzamos el puente del río.

우리는 강다리를 건넜다.

3. Es el río más largo del país.

그 나라에서 가장 긴 강이다.",
자연,roca,f. 바위,"fuerte como una roca : 바위처럼 튼튼한

escalar la roca : 암벽 등반하다","1. Se sentó sobre una roca.

그는 바위 위에 앉았다.

2. Las olas chocan contra las rocas.

파도가 바위에 부딪친다.

3. Es una roca muy dura.

매우 단단한 바위다.",
자연,selva,f. 밀림; 정글,"ley de la selva : 약육강식 (정글의 법칙)

selva amazónica : 아마존 밀림","1. La selva es peligrosa.

밀림은 위험하다.

2. Hay muchos animales en la selva.

밀림에는 많은 동물이 있다.

3. Exploraron la selva virgen.

그들은 처녀림(원시림)을 탐험했다.",
자연,sol,m. 해; 태양,"tomar el sol : 일광욕하다

hace sol : 날씨가 맑다","1. El sol sale por el este.

해는 동쪽에서 뜬다.

2. Ponte crema para el sol.

햇볕을 대비해 크림을 발라라.

3. Eres un sol (persona muy buena).

넌 정말 좋은 사람이야 (태양 같아).",
자연,sombra,f. 그림자; 그늘,"a la sombra : 그늘에서 / 감옥에서

ni su sombra : 그림자도 (안 보인다)","1. Descansamos a la sombra del árbol.

우리는 나무 그늘에서 쉬었다.

2. Su sombra se alargaba.

그의 그림자가 길어졌다.

3. No hay ni una sombra de duda.

의심의 여지(그림자)가 없다.",
자연,tierra,f. 땅; 흙; 지구,"tierra firme : 육지

tomar tierra : 착륙하다","1. La Tierra es redonda.

지구는 둥글다.

2. Tiene tierra en los zapatos.

신발에 흙이 묻었다.

3. El barco llegó a tierra.

배가 육지에 도착했다.",
자연,tronco,m. 몸통; 줄기; 통나무,"dormir como un tronco : 푹 자다 (통나무처럼)

tronco del árbol : 나무줄기","1. El tronco es muy grueso.

나무줄기가 매우 굵다.

2. Se sentaron en un tronco caído.

그들은 쓰러진 통나무에 앉았다.

3. Tienes que fortalecer el tronco.

너는 코어(몸통) 근육을 강화해야 한다.",
자연,valle,m. 계곡; 골짜기,"valle de lágrimas : 고난의 세상 (눈물의 골짜기)

lirio del valle : 은방울꽃","1. El pueblo está en el valle.

마을은 계곡에 있다.

2. El río cruza el valle.

강이 계곡을 가로지른다.

3. Es un valle muy fértil.

매우 비옥한 계곡이다.",
자연,volcán,m. 화산,"volcán activo : 활화산

entrar en erupción : (화산이) 폭발하다","1. El volcán echó humo.

화산이 연기를 뿜었다.

2. Subimos al cráter del volcán.

우리는 화산 분화구에 올랐다.

3. La lava del volcán destruyó todo.

화산 용암이 모든 것을 파괴했다.",
