챕터 이름,단어(spanish),뜻(meaning),관용구(idiom),예문(example),동사활용(conjugation)
쇼핑,comprar,v. 사다; 구매하다,"comprar por internet : 온라인 쇼핑하다

carrito de la compra : 쇼핑카트","1. Voy a comprar pan.

빵 사러 간다.

2. Compré un regalo para ti.

너를 위해 선물을 샀어.

3. No se puede comprar la felicidad.

행복은 살 수 없다.","[현재]

compro / compras / compra / compramos / compráis / compran


[현재분사] : comprando : [과거분사] : comprado


[과거]

compré / compraste / compró / compramos / comprasteis / compraron


[가정법]

compraría / comprarías / compraría / compraríamos / compraríais / comprarían


[접속법]

compre / compres / compre / compremos / compréis / compren


[미래]

compraré / comprarás / comprará / compraremos / compraréis / comprarán"
쇼핑,confirmación,f. 확인; 확정,"correo de confirmación : 확인 메일

esperar confirmación : 확정을 기다리다","1. Necesito confirmación de la reserva.

예약 확인이 필요하다.

2. Me llegó la confirmación.

확인(메일 등)이 도착했다.

3. Sin confirmación no es válido.

확인 없이는 유효하지 않다.",
쇼핑,consumir,v. 소비하다; 소모하다,"consumir local : 지역 상품을 소비하다

consumirse : 쇠약해지다/다 타버리다","1. Consumimos demasiados plásticos.

우리는 플라스틱을 너무 많이 소비한다.

2. Este coche consume mucha gasolina.

이 차는 기름을 많이 먹는다.

3. Debemos consumir productos frescos.

우리는 신선한 제품을 소비해야 한다.","[현재]

consumo / consumes / consume / consumimos / consumís / consumen


[현재분사] : consumiendo : [과거분사] : consumido


[과거]

consumí / consumiste / consumió / consumimos / consumisteis / consumieron


[가정법]

consumiría / consumirías / consumiría / consumiríamos / consumiríais / consumirían


[접속법]

consuma / consumas / consuma / consumamos / consumáis / consuman


[미래]

consumiré / consumirás / consumirá / consumiremos / consumiréis / consumirán"
쇼핑,dependiente,m.f. 점원; 종업원,"preguntar al dependiente : 점원에게 묻다

dependiente amable : 친절한 점원","1. La dependienta me ayudó mucho.

점원이 나를 많이 도와주었다.

2. Pregunta al dependiente si tienen tu talla.

점원에게 사이즈가 있는지 물어봐라.

3. Trabaja como dependiente en Zara.

그는 자라에서 점원으로 일한다.",
쇼핑,descuento,m. 할인; 공제,"cupón de descuento : 할인 쿠폰

pedir un descuento : 깎아달라고 하다","1. ¿Me hace un descuento?

할인해 주시나요?

2. Tienes un descuento por ser estudiante.

학생이라 할인이 된다.

3. El descuento ya está aplicado.

할인이 이미 적용되었다.",
쇼핑,embalaje,m. 포장 (재료/상태),"material de embalaje : 포장재

daños de embalaje : 포장 손상","1. El embalaje está roto.

포장이 찢어졌다.

2. Cuida el embalaje original.

원래 포장을 잘 보관해라.

3. Protege el producto con buen embalaje.

좋은 포장으로 제품을 보호해라.",
쇼핑,envío,m. 배송; 발송,"gastos de envío : 배송비

envío gratuito : 무료 배송","1. El envío es gratis.

배송은 무료다.

2. ¿Cuánto tarda el envío?

배송은 얼마나 걸리나요?

3. Seguimiento del envío.

배송 추적.",
쇼핑,escaparate,m. 진열장; 쇼윈도,"mirar escaparates : 아이쇼핑하다 (window shopping)

estar en el escaparate : 진열되다","1. Vi el vestido en el escaparate.

쇼윈도에서 그 드레스를 봤다.

2. Están cambiando el escaparate.

진열장을 바꾸고 있다.

3. Me gusta mirar escaparates.

나는 아이쇼핑하는 것을 좋아한다.",
쇼핑,etiqueta,f. 라벨; 가격표; 예절,"mirar la etiqueta : 라벨을 보다

etiqueta del precio : 가격표","1. La etiqueta dice que es algodón.

라벨에 면이라고 적혀 있다.

2. Quítale la etiqueta antes de usarlo.

사용하기 전에 택을 떼라.

3. Corté la etiqueta porque me picaba.

따가워서 라벨을 잘랐다.",
쇼핑,ganga,f. 바겐세일; 횡재 (싼 물건),"ser una ganga : 거저나 다름없다

buscar gangas : 싼 물건을 찾다","1. Este coche es una ganga.

이 차는 정말 거저다 (싸다).

2. Encontré muchas gangas en el mercadillo.

벼룩시장에서 득템을 많이 했다.

3. No dejes escapar esta ganga.

이 기회(싼 물건)를 놓치지 마라.",
쇼핑,gastar,v. 쓰다; 소비하다,"gastar dinero : 돈을 쓰다

gastar bromas : 농담하다","1. No gastes todo tu dinero.

돈을 다 쓰지 마라.

2. Gasta mucho en ropa.

그는 옷에 돈을 많이 쓴다.

3. Se me ha gastado la batería.

배터리가 다 달았다.","[현재]

gasto / gastas / gasta / gastamos / gastáis / gastan


[현재분사] : gastando : [과거분사] : gastado


[과거]

gasté / gastaste / gastó / gastamos / gastasteis / gastaron


[가정법]

gastaría / gastarías / gastaría / gastaríamos / gastaríais / gastarían


[접속법]

gaste / gastes / gaste / gastemos / gastéis / gasten


[미래]

gastaré / gastarás / gastá / gastaremos / gastaréis / gastarán"
쇼핑,gasto,m. 지출; 비용,"gastos de envío : 배송비

gastos comunes : 관리비 (공동 비용)","1. Los gastos superan a los ingresos.

지출이 수입을 초과한다.

2. Es un gasto innecesario.

불필요한 지출이다.

3. Incluye los gastos de viaje.

여행 경비를 포함한다.",
쇼핑,gratuito,a. 무료의; 공짜의,"entrada gratuita : 무료입장

envío gratuito : 무료 배송","1. El envío es gratuito.

배송은 무료다.

2. Es un servicio gratuito.

무료 서비스다.

3. Tienen una muestra gratuita.

무료 샘플이 있다.",
쇼핑,lujo,m. 사치; 호화,"vivir a todo lujo : 호화롭게 살다

artículo de lujo : 사치품/명품","1. Es un hotel de lujo.

호화 호텔이다.

2. No puedo permitirme esos lujos.

그런 사치를 부릴 여유가 없다.

3. El tiempo es un lujo.

시간은 사치다 (귀하다).",
쇼핑,marca,f. 브랜드; 상표; 기록,"marca blanca : 자체 브랜드 (PB상품)

ropa de marca : 브랜드 의류","1. Me gusta esta marca de ropa.

나는 이 옷 브랜드를 좋아한다.

2. Pagas la marca.

브랜드 값을 내는 거다.

3. Es una marca conocida.

유명한 브랜드다.",
쇼핑,mostrador,m. 카운터; 진열대,"pagar en el mostrador : 카운터에서 계산하다

detrás del mostrador : 카운터 뒤에","1. Paga en el mostrador, por favor.

카운터에서 계산해 주세요.

2. El farmacéutico está en el mostrador.

약사가 카운터에 있다.

3. Deje la cesta en el mostrador.

바구니를 카운터에 두세요.",
쇼핑,oferta,f. 제안; 공급; 세일,"oferta de trabajo : 구인 광고/일자리 제안

ley de oferta y demanda : 수요와 공급의 법칙","1. He recibido una buena oferta de trabajo.

좋은 일자리 제안을 받았다.

2. Aceptó la oferta de la empresa.

그는 회사의 제안을 수락했다.

3. Hay mucha oferta de pisos.

아파트 매물(공급)이 많다.",
쇼핑,pago,m. 지불; 결제,"forma de pago : 결제 수단

pago al contado : 일시불/현금 결제","1. El pago fue aceptado.

결제가 승인되었다.

2. Aceptamos pago por móvil.

모바일 결제 가능합니다.

3. Falta el pago de la luz.

전기 요금 납부가 안 됐다.",
쇼핑,paquete,m. 소포; 패키지,"enviar un paquete : 소포를 보내다

paquete turístico : 여행 패키지","1. He recibido un paquete.

소포를 받았다.

2. Abre el paquete.

소포를 열어라.

3. El paquete pesa mucho.

소포가 무겁다.",
쇼핑,producto,m. 제품; 상품,"producto local : 지역 상품

producto agotado : 품절 상품","1. Este producto es de buena calidad.

이 제품은 품질이 좋다.

2. Lanzaron un nuevo producto.

그들은 신제품을 출시했다.

3. Se ha agotado el producto.

제품이 다 팔렸다.",
쇼핑,promoción,f. 홍보; 판촉 행사,"en promoción : 프로모션 중인

promoción de ventas : 판매 촉진","1. El producto está en promoción.

제품이 행사 중이다.

2. Me dieron un regalo por la promoción.

행사로 선물을 주었다.

3. La promoción acaba hoy.

행사는 오늘 끝난다.",
쇼핑,rebaja,f. 할인; 세일 (pl. rebajas),"estar de rebajas : 세일 중이다

comprar en rebajas : 세일 기간에 사다","1. Compré el abrigo en las rebajas.

세일 때 코트를 샀다.

2. Hay rebajas del 50%.

50% 할인이 있다.

3. Esperaré a las rebajas de enero.

1월 세일을 기다릴 것이다.",
쇼핑,reembolso,m. 환불; 상환,"solicitar reembolso : 환불을 요청하다

reembolso completo : 전액 환불","1. Quiero el reembolso del dinero.

돈을 환불받고 싶다.

2. El proceso de reembolso tarda días.

환불 절차는 며칠 걸린다.

3. Me hicieron el reembolso.

그들이 나에게 환불해 주었다.",
쇼핑,reparto,m. 배달; 분배,"reparto a domicilio : 택배/배달

camioneta de reparto : 배달 트럭","1. Hacen reparto a domicilio.

그들은 집으로 배달해 준다.

2. Está en reparto.

배달 중이다.

3. El reparto fue equitativo.

분배는 공평했다.",
쇼핑,supermercado,m. 슈퍼마켓,"carrito del supermercado : 쇼핑카트

hacer la compra en el supermercado : 마트에서 장보다","1. Voy al supermercado una vez a la semana.

나는 일주일에 한 번 슈퍼마켓에 간다.

2. El supermercado está lleno de gente.

슈퍼마켓에 사람이 가득하다.

3. En este supermercado siempre hay ofertas interesantes.

이 슈퍼마켓에는 항상 흥미로운 할인 상품이 있다.",
쇼핑,tienda,f. 가게; 상점,"tienda de ropa : 옷가게

ir de tiendas : 쇼핑하러 다니다","1. La tienda cierra a las ocho.

가게는 8시에 문을 닫는다.

2. Trabajo en una tienda de zapatos.

나는 신발 가게에서 일한다.

3. Abrieron una tienda nueva en el barrio.

동네에 새 가게가 문을 열었다.",
쇼핑,tique,m. 영수증; 표 (ticket),"tique de compra : 구매 영수증

pedir el tique : 영수증을 요구하다","1. ¿Quiere el tique?

영수증 드릴까요?

2. Guarda el tique para cambios.

교환을 위해 영수증을 보관해라.

3. He perdido el tique.

영수증을 잃어버렸다.",
쇼핑,vender,v. 팔다; 판매하다,"venderse como churros : 날개 돋친 듯 팔리다

vender la moto : (속어) 감언이설로 속이다","1. Vendo mi coche viejo.

내 헌 차를 판다.

2. ¿Venden sellos aquí?

여기 우표 파나요?

3. Se vendió en subasta.

경매에서 팔렸다.","[현재]

vendo / vendes / vende / vendemos / vendéis / venden


[현재분사] : vendiendo : [과거분사] : vendido


[과거]

vendí / vendiste / vendió / vendimos / vendisteis / vendieron


[가정법]

vendería / venderías / vendería / venderíamos / venderíais / venderían


[접속법]

venda / vendas / venda / vendamos / vendáis / vendan


[미래]

venderé / venderás / venderá / venderemos / venderéis / venderán"
